VAR00002,VAR00003,¼ºº°,ÇÐ·Â,°áÈ¥¿©ºÎ,ÀÚ³à¿©ºÎ,°ÅÁÖÇüÅÂ,Á¾±³,Å°¿î±â°£,¹Ý·Áµ¿¹°³ªÀÌ,»ó½ÇÈÄ°æ°ú±â°£,»ó½ÇÈÄ°æ°ú½Ã°£,¹Ý·Áµ¿¹°Á¾·ù,¹Ý·Áµ¿¹°Ä£¹Ðµµ,»ó½Ç¿¹Ãø°¡´É¼º,»ó½Ç¿øÀÎ,µÎ¹øÂ°»ó½Ç¿øÀÎ¼ýÀÚ,Ltotal,¾È¶ô»çÀÌÀ¯,ÀÓÁ¾½Ãµ¿Çà¿©ºÎ,¹Ý·Áµ¿¹°°ü°è,Á¤½Å°úÁø·á,±×³ÉÁ¤½Å°úÁø·á,Áø·á³»¿ë,ÁöÁöÀÚ¿ø,ÀÌÀü»ó½Ç°æÇè,»ó½Ç¸¶¸®¼ö,ÇÊÅÍ¸µ¼öµµÁú¹®,´Ù¸¥¹Ý·Áµ¿¹°¼ýÀÚ,´Ù¸¥µ¿¹°º¸À¯¿©ºÎ,º¸À¯¸¶¸®¼ö,»õ·Î¿îÀÔ¾ç¿©ºÎ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,ÇÊÅÍ¸µ1,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,G12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,Âü°¡ÀÚÁ¦°Å,Stotal,SxL,filter_$,Ctotal,Gtotal,Ä£¹Ðµµ¼ýÀÚ1,¼ºº°¼ýÀÚ,¿¹Ãø°¡´É¼º¼ýÀÚ,ÇÐ·Â¼ýÀÚ,°áÈ¥¿©ºÎ¼ýÀÚ,ÀÚ³à¿©ºÎ¼ýÀÚ,°ÅÁÖÇüÅÂ¼ýÀÚ,Á¾±³¼ýÀÚ,ÁöÁöÀÚ¿ø¼ýÀÚ,ÀÓÁ¾½Ãµ¿Çà¼ýÀÚ,¹Ý·Áµ¿¹°Á¾·ù¼ýÀÚ,»ó½Ç¿øÀÎ¼ýÀÚ,¹Ý·ÁÁ¤½Å°ú¼ýÀÚ,±×³ÉÁ¤½Å°ú¼ýÀÚ,»õÀÔ¾ç¼ýÀÚ,Lmd,Smd,LmdxSmd,¹Ý·Áµ¿¹°°ü°è¼ýÀÚ,ÀÌÀü»ó½Ç¼ýÀÚ,»ó½ÇÀÇÃæ°Ý°úÈ¥¶õ,»ó½ÇÀÇ°íÅë1,º¹ÇÕºÐ¸®°íÅë,º¹ÇÕ¿Ü»ó°íÅë,Ãæ°ÝLmd,°íÅë1md,°íÅë1mdxSmd,Ãæ°ÝLmdxSmd,¿¬·É´ë,Ctotalrr,°áÈ¥2,ÂðºÐ¸®°íÅë,Âð¿Ü»ó°íÅë
2020/01/08 2:34:31 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ÃµÁ,10,10,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¸¸¼º,1,76, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;¿Â¶ó",ÀÖÀ,2¸¶,1,1,¿¹,1¸¶,¾Æ´,5,4,4,4,4,5,5,4,4,4,3,4,2,3,3,2,2,4,3,3,4,3,3,2,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,3,3,3,2,2,3,4,4,3,3,4,1,4,3,4,4,3,3,3,3,3,3,4,0°³¿ù,12,¾Æ´,3,2,2,2,3,2,3,3,2,4,2,3,1,39,2964,1,96,31,5,2,2,1,2,2,2,2,2,2,1,1,1,1,1,11.4488,7.0878,81.1468046400001,1,1,35,37,56,43,2.1707,9.3561,66.31416558,15.38548746,6,99,2,18,39
2020/01/18 7:36:49 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,10,10,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,74, ,¿¹,ÇüÁ¦/ÀÚ¸,¿¹,¾Æ´, ,Ä£±¸;¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¿¹,4,3,3,4,4,5,4,3,2,2,2,2,4,3,4,5,3,4,3,5,5,2,3,1,3,2,2,2,2,2,4,4,2,2,1,4,4,3,3,2,4,5,2,2,2,1,3,1,1,5,1,1,1,1,2,1,3,3,4,4,4,4,3,1,1,1,3,Áï½Ã,12,¾Æ´,2,2,4,2,2,4,2,3,4,2,3,3,1,36,2664,1,74,33,5,2,1,3,1,1,2,1,2,2,1,1,2,1,2,9.44880000000001,4.0878,38.62480464,3,1,29,42,32,43,-3.8293,14.3561,58.68486558,-15.65341254,4,75,1,19,30
2019/12/19 3:47:46 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,2,2,2,4,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,42, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,Ä£±¸,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,3,1,1,4,5,3,2,4,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,3,2,3,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0°³¿ù,1,¾Æ´,3,3,3,2,3,1,1,3,3,3,3,4,1,18,756,1,44,32,5,2,2,2,1,1,2,2,2,1,2,2,1,1,1,-22.5512,-13.9122,313.73680464,3,2,26,14,21,23,-6.8293,-13.6439,189.81666558,95.01058746,2,44,1,12,15
2020/01/18 6:37:38 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,4,4,2,17,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",¾Ë¼ö¾,2,58, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,ºÎ¸ð,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,3,4,4,4,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,2,3,4,3,2,3,4,3,3,3,4,2,3,4,3,3,3,3,2,2,3,3,2,3,3,3,2,1,2,2,1,4,1,2,2,3,2,2,4,4,2,2,2,2,0,36,¿¹,2,2,3,4,3,3,2,3,2,2,3,3,2,45,2610,0,73,32,4,2,2,3,1,1,2,1,2,2,1,6,1,1,2,-6.55119999999999,13.0878,-85.7407953599999,1,2,30,25,43,33,-2.8293,-2.6439,-34.60283442,-37.02931254,2,76,1,14,33
2020/01/25 1:22:07 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,11,5,1,1,°í¾,Á¶±Ý Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,55, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,³²Æí,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,4,2,4,2,2,5,4,3,4,3,3,2,1,4,2,2,1,2,1,2,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,2,2,2,2,4,4,1,1,2,1,1,1,3,2,2,2,2,2,4,1,4,2,2,4,3,4,3,2,2,3,2,0°³¿ù,2,¾Æ´,2,2,2,4,2,2,2,2,3,2,4,3,1,19,1045,1,68,30,4,2,2,2,2,1,2,1,2,1,2,2,1,1,1,-9.55119999999999,-12.9122,123.32700464,1,2,27,25,35,36,-5.8293,-2.6439,34.13856558,75.26908746,3,71,2,14,27
2020/01/26 12:55:37 ¿ÀÀü GMT,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,1,1,1,1,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¤Å¤Ó¸,2,57, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,3,3,1,1,1,1,1,1,1,1,1,3,4,4,3,5,4,4,4,5,1,1,1,1,1,1,1,1,1,4,1,5,1,2,1,1,1,1,1,1,1,1,¹Ù·Î,6,¾Æ´,4,2,2,2,4,2,2,2,3,2,4,5,1,22,1254,1,62,34,5,2,2,3,1,1,2,2,2,1,2,6,1,1,1,-7.55119999999999,-9.9122,74.8490046399999,1,2,40,12,29,36,7.1707,-15.6439,155.06546558,-71.07741254,2,65,1,19,27
2019/12/20 12:13:44 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,15,15,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,69, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,4,4,4,4,4,4,2,4,3,2,1,4,1,2,2,5,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,4,5,2,2,1,1,1,4,4,1,1,2,2,4,1,2,2,4,4,3,4,2,2,2,2,2,0°³¿ù,12,¾Æ´,3,2,4,3,2,1,1,1,3,1,3,4,1,15,1035,1,73,28,5,2,2,2,1,1,2,1,1,2,1,2,1,1,1,4.44880000000001,-16.9122,-75.2389953600001,2,2,32,33,33,43,-.829300000000003,5.3561,-90.58343442,14.0252874600001,2,76,1,17,34
2019/12/25 6:22:28 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,1,1,2,2,°í¾,Á¶±Ý Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,68, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¿¹, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;Ä£±¸",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,4,4,4,5,5,2,4,2,2,2,2,2,3,3,4,4,2,2,4,3,3,3,2,2,3,2,3,2,3,3,3,1,4,2,3,2,3,2,2,4,4,4,2,2,2,3,2,2,3,2,3,4,2,4,1,2,2,5,4,3,4,4,3,3,4,4,0´Þ µÚ,18,¿¹,2,3,3,4,4,3,4,4,3,2,3,4,1,39,2652,1,87,39,4,2,2,2,1,1,2,1,2,2,2,2,1,2,2,3.44880000000001,7.0878,24.44440464,1,2,31,33,49,41,-1.8293,5.3561,37.96296558,-12.96571254,2,90,1,18,36
2019/12/26 10:01:30 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,±âµ,14,14,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,63, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;Ä£±¸",ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¾Æ´,5,4,2,2,4,5,5,5,5,2,2,2,1,4,1,1,1,4,1,2,5,2,3,2,2,2,3,1,1,3,3,3,3,3,2,3,5,3,2,1,5,5,4,1,3,2,3,2,3,4,3,2,2,1,5,1,5,2,3,5,3,2,2,2,2,4,4,0,6,¿¹,2,2,3,4,3,1,2,3,3,1,3,3,1,36,2268,1,86,30,5,2,2,2,2,1,2,2,2,1,1,2,1,1,1,-1.55119999999999,4.0878,-6.34099535999998,1,1,32,26,41,49,-.829300000000003,-1.6439,-6.71993442,-3.39001254000002,3,90,2,18,35
2019/12/26 10:39:24 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,13,13,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,84, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ÇüÁ¦, ÀÚ¸Å,³²¸Å;Ä£±¸",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,4,4,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,4,4,3,3,3,4,3,5,4,3,4,4,3,3,2,3,4,3,3,4,3,4,1,4,3,4,4,4,4,3,4,4,4,3,Áï½Ã,10,¿¹,2,2,2,2,2,2,2,1,2,2,2,2,1,43,3612,1,103,23,5,2,2,2,2,1,2,1,2,2,1,2,1,1,2,19.4488,11.0878,215.64440464,1,2,40,39,59,47,7.1707,11.3561,125.91416558,79.50728746,3,106,2,20,42
2019/12/27 2:33:49 ¿ÀÀü GMT+,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,17,17,1,0,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",±Þ¼º,2,75, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,4,4,5,5,5,5,4,3,3,2,2,4,5,3,1,2,2,2,4,3,4,2,4,3,3,4,2,3,4,4,2,3,2,4,4,3,5,1,5,5,2,4,4,2,1,1,5,4,3,4,2,3,5,1,5,2,4,5,4,5,2,2,2,1,2,0°³¿ùÈ,1,¿¹,5,2,2,5,4,2,2,4,4,4,4,4,2,47,3525,0,93,42,5,2,1,1,1,1,2,1,2,2,1,2,1,1,2,10.4488,15.0878,157.64940464,3,2,37,33,45,52,4.1707,5.3561,80.81176558,62.92668746,2,97,1,22,37
2019/12/29 9:27:40 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,±âµ,13,14,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,66, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,4,4,5,5,5,4,4,3,2,3,2,1,2,3,2,2,4,2,2,2,2,2,2,2,3,2,2,2,3,2,2,2,3,2,2,4,4,2,4,5,5,5,4,4,2,2,2,3,4,4,4,3,3,4,1,2,4,4,4,3,4,2,2,2,2,2,0°³¿ù,21,¾Æ´,3,3,3,4,4,2,3,3,3,4,3,3,1,33,2178,1,96,38,5,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1.44880000000001,1.0878,1.57600464000001,3,2,35,27,51,48,2.1707,-.643899999999999,-.700434419999999,2.36128746,3,99,2,20,43
2020/01/04 9:29:30 ¿ÀÀü GMT+,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,11,11,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",Æä¼öÁ,2,77, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;Ä£ÇÑµ¿,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¾Æ´,5,4,3,4,4,5,5,5,4,3,3,4,4,3,3,4,2,3,3,4,2,3,3,2,2,2,3,4,3,4,2,3,3,2,2,3,2,3,2,3,5,5,2,3,2,2,3,2,4,3,2,3,3,2,2,1,4,2,5,3,2,2,3,2,3,3,4,Áï½Ã,11,¾Æ´,2,2,2,3,2,3,5,5,3,3,3,3,1,41,3157,1,85,36,5,2,2,1,1,1,2,2,2,2,1,2,1,1,1,12.4488,9.0878,113.13220464,1,1,34,38,49,37,1.1707,10.3561,94.11416558,10.63908746,2,86,1,20,33
2020/01/06 5:43:10 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·ÀÌ ¾Æ,ºÒ±,10,10,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",±Þ¼º,2,83, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,³²ÀÚÄ£±¸,ÀÖÀ,10¸,1,1,¿¹,3¸¶,¿¹,5,4,4,3,5,5,5,5,5,4,4,4,3,5,4,3,2,4,3,3,3,3,4,3,3,3,3,3,2,3,3,3,2,3,3,4,4,4,4,4,4,4,4,3,3,3,5,4,4,4,3,2,5,5,5,1,5,5,5,5,5,5,5,3,5,5,5,0°³¿ù,10,¿¹,5,3,4,4,4,2,2,2,3,3,2,2,1,45,3735,1,123,36,5,2,1,2,1,1,2,2,2,1,1,2,1,1,2,18.4488,13.0878,241.45420464,1,1,36,42,74,53,3.1707,14.3561,187.88976558,41.49748746,2,127,1,21,52
2020/01/08 1:30:37 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,5,10,2,5,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,79, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,5,3,1,2,1,4,4,4,1,4,4,4,2,2,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,3,4,4,4,4,4,4,3,4,4,1,4,4,2,3,2,2,5,1,5,5,4,5,3,5,4,1,2,3,2,0°³¿ù,12,¿¹,4,2,2,5,2,4,3,4,2,5,1,5,1,19,1501,1,100,39,4,2,2,2,1,1,2,2,2,1,1,2,1,1,2,14.4488,-12.9122,-186.56579536,3,2,40,34,54,50,7.1707,6.3561,-82.07123442,-92.5895125399999,3,104,1,19,48
2020/01/09 2:58:53 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,±âµ,11,11,1,0,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,85, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð,ÀÖÀ,2¸¶,1,1,¿¹,2¸¶,¾Æ´,5,5,5,5,5,5,5,5,5,4,5,5,2,4,2,2,4,4,2,2,4,2,3,2,2,2,2,3,2,3,4,4,2,2,2,3,4,5,5,4,5,5,4,4,5,2,2,3,5,4,4,4,4,4,5,1,4,4,4,5,4,2,4,4,3,2,4,0°³¿ù,5,¿¹,5,5,4,4,2,3,3,5,4,2,4,3,2,38,3230,0,114,44,5,2,2,2,2,1,2,2,2,2,2,2,1,1,1,20.4488,6.0878,124.48820464,3,1,40,40,67,51,7.1707,12.3561,75.22146558,43.65378746,2,118,2,24,50
2020/01/09 12:16:22 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·ÀÌ ¾Æ,¹«±,4,4,1,1,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",µ¹¿¬»,2,93, ,¾Æ´,ºÎ¸ð-ÀÚ³,¿¹,¿¹, ,´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,3¸¶,¿¹,5,5,5,5,5,5,5,5,5,5,5,4,1,5,5,1,4,5,3,5,5,4,4,3,4,4,4,4,4,1,4,4,1,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,5,5,2,3,5,5,5,1,1,4,5,5,5,5,3,5,3,5,5,0°³¿ùÈ,9,¿¹,1,1,1,5,1,4,1,5,1,1,1,5,1,53,4929,1,130,27,5,2,2,1,1,1,2,1,2,1,2,2,2,2,2,28.4488,21.0878,599.92260464,1,2,40,48,78,56,7.1707,20.3561,429.26536558,151.21428746,2,134,1,25,57
2020/01/17 11:17:02 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,±âµ,11,12,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¿øÀÎÀ,2,74, ,¿¹,ÀÚ¸ÅÁö¸¸,¾Æ´,¾Æ´, ,Ä£±¸,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,5,2,2,2,1,3,3,1,1,4,1,4,5,1,3,1,3,1,1,3,1,1,3,3,2,4,1,3,2,3,1,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,3,4,1,1,1,1,1,1,3,0°³¿ù,8,¾Æ´,1,1,1,3,4,2,3,3,3,3,3,4,1,31,2294,1,51,31,5,2,2,2,1,1,2,2,2,2,1,2,1,1,2,9.44880000000001,-.912199999999999,-8.61919535999999,4,2,40,29,25,28,7.1707,1.3561,-1.23703442,-6.54111253999999,2,53,1,13,20
2020/01/17 11:16:41 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,4,4,2,8,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,92, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,ºÎ¸ð;´Ù¸¥ ¹Ý·Áµ¿¹°,ÀÖÀ,3¸¶,1,1,¿¹,4¸¶,¿¹,5,5,4,5,5,5,5,5,5,4,4,4,1,5,3,5,4,5,4,4,5,3,4,3,4,3,3,4,3,4,4,4,3,4,3,2,5,4,5,4,5,5,5,4,4,2,3,2,5,5,4,3,4,4,5,1,5,4,4,5,4,4,4,4,4,5,5,Áï½Ã,8,¾Æ´,3,1,1,5,1,3,1,1,3,1,3,3,1,51,4692,1,122,26,5,2,2,2,2,1,2,2,2,1,1,2,1,1,2,27.4488,19.0878,523.93720464,1,1,39,48,70,56,6.1707,20.3561,388.55316558,117.78508746,3,126,2,23,52
2020/01/17 11:32:15 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ºÒ±,13,13,2,2,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,87, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ, ,1,1,¿¹,9,¿¹,5,5,5,5,5,5,5,5,3,5,5,4,3,3,3,2,4,5,2,5,3,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,5,5,5,5,5,5,5,5,5,5,5,3,3,5,2,2,5,4,5,1,3,4,5,4,5,5,5,4,5,5,3,Áï½Ã,20,¿¹,1,1,1,5,1,2,1,2,1,3,2,2,1,56,4872,1,128,22,5,2,2,2,1,1,2,2,2,1,2,2,1,1,2,22.4488,24.0878,540.74220464,1,1,38,44,75,57,5.1707,16.3561,393.98246558,124.55078746,3,132,1,25,56
2020/01/18 10:41:41 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,8,8,2,4,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,70, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,4,4,5,5,3,5,5,2,2,2,3,3,2,4,4,2,2,4,2,4,3,3,4,3,3,3,4,4,2,3,4,4,3,4,3,3,4,4,5,2,4,3,4,4,4,4,2,3,4,5,2,3,2,2,2,1,4,5,2,5,5,3,2,2,2,4,2,1°³¿ù,12,¿¹,2,2,3,5,4,4,2,3,3,2,2,2,1,50,3500,1,98,34,5,2,2,2,1,1,2,1,1,1,1,2,1,1,2,5.44880000000001,18.0878,98.5568046400001,3,2,33,35,54,45,.170699999999997,7.3561,133.05566558,3.08758745999994,2,99,1,18,41
2020/01/20 11:25:32 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,2,1,2,6,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,70, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,ÀÖÀ,1¸¶,1,1,¿¹,2¸¶,¿¹,5,5,5,4,5,5,4,5,5,2,3,1,1,1,4,5,1,3,1,1,4,2,4,1,4,2,1,3,4,1,4,4,1,2,2,4,4,3,4,2,5,5,2,2,3,2,2,1,5,2,1,1,3,1,5,1,3,1,4,2,4,5,1,1,1,4,1,0°³¿ù,60,¾Æ´,5,5,5,5,4,1,2,5,3,5,5,5,1,39,2730,1,76,50,5,2,2,2,1,1,2,1,2,2,2,2,1,1,2,5.44880000000001,7.0878,38.62000464,1,1,38,27,36,44,5.1707,-.643899999999999,-4.56383441999999,36.64888746,2,80,1,21,30
2020/01/20 4:12:21 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,7,7,1,1,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,68, ,¿¹,ºÎ¸ð-ÀÚ³,¿¹,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,5,5,5,5,5,5,5,3,1,1,1,3,2,5,1,1,1,1,3,3,3,1,1,1,3,1,1,4,3,2,1,4,1,1,5,5,4,5,5,5,5,4,5,4,4,3,4,5,4,1,2,1,5,1,4,2,3,4,3,5,1,1,3,1,1,Áï½Ã,12,¿¹,1,1,1,3,4,5,4,5,5,3,5,5,1,30,2040,1,100,42,5,2,2,3,2,1,2,1,2,2,2,2,2,1,1,3.44880000000001,-1.9122,-6.59479536000001,1,2,40,23,50,54,7.1707,-4.6439,8.88006557999999,-13.71181254,3,104,2,22,46
2020/01/22 11:31:10 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,±âµ,4,4,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",±Þ¼º,2,82, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¾øÀ½,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¿¹,4,4,4,4,4,5,5,5,5,4,3,4,3,3,5,3,3,3,3,3,5,4,4,3,4,4,4,4,4,2,3,3,2,4,4,4,4,3,5,5,5,5,5,3,3,3,5,3,2,3,2,5,3,3,3,1,5,3,5,5,3,5,4,3,3,3,3,0°³¿ù,12,¿¹,1,4,4,3,5,3,4,3,3,4,3,2,1,53,4346,1,110,39,5,2,2,2,2,2,2,2,1,2,1,2,1,1,2,17.4488,21.0878,367.95680464,1,1,35,42,61,51,2.1707,14.3561,302.73856558,45.7752874599999,3,112,2,23,44
